Href,Case_Study,Quote
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,We aren’t just building a data set; we should be talking about it.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"It makes our life easier if we’re able to identify root data quality issues in sources and raise that visibility to the engineering team who can fix the root cause,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"Trust is so important because we are the experts in data analysis,” Sam explained."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"And if you have a good level of trust, your insights are more likely to be robustly discussed.”"
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"So you have to be nimble, you have to be able to scale compliance, and you have to be able to handle many different requirements.“Working with dbt helps us achieve that,” explained Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"We’re going to run analytics on our dbt analytics, getting across more of the metadata reporting,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,I want to show all our tests to the rest of the business.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"My job is to make it as easy as possible for the team to get their work done,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,And dbt helps me do just that.”
https://www.getdbt.com/success-stories/ramp/,Ramp,"We started to see a lot of issues when it came to scaling our previous data warehouse. We were spending too much time fine-tuning our workloads just so we could keep everything up and running,” explained Kevin Chao, Senior Analytics Engineer at Ramp."
https://www.getdbt.com/success-stories/ramp/,Ramp,"Snowflake essentially handles everything out of the box without us having to think about anything so we can focus on modeling our data and extracting value,” said Kevin."
https://www.getdbt.com/success-stories/ramp/,Ramp,We can use dbt as a testing ground before fully committing ourselves to a new data product. dbt lets us abstract all of the nitty-gritty details that come with building data models so we can focus on delivering value to our business teams.”
https://www.getdbt.com/success-stories/ramp/,Ramp,"All of our models are born and bred in dbt. When people think of clean data, they think of dbt models. There’s very little that isn’t powered by dbt at Ramp,” emphasized Kevin."
https://www.getdbt.com/success-stories/ramp/,Ramp,"Having enriched data available in Salesforce means the sales team has one view with everything they need to understand what’s going on in their pipeline,” said Kevin."
https://www.getdbt.com/success-stories/ramp/,Ramp,"Thanks to Hightouch, we’re able to use Snowflake for all the heavy computations, allowing our production databases to focus on operations,” said Kevin."
https://www.getdbt.com/success-stories/ramp/,Ramp,"We have very aggressive SLAs for data freshness, and we want to know when something goes wrong in our warehouse. With Hightouch, we get notified immediately.”"
https://www.getdbt.com/success-stories/ramp/,Ramp,"With Hightouch, Snowflake, and dbt, we can go from zero to one as fast as possible,” affirmed Kevin."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"For some of our clients, we manage the entire customer journey,” said Brandon Beidel, Director of Product Management at Red Ventures."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Many clients don’t have the in-house marketing expertise to run sophisticated campaigns. It’s our job to help them drive customer growth over time, and we use data and AI to give them the best results possible.”"
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Today’s consumer expects to be able to complete the entire purchase process for most products online,” said Beidel."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"But when they’re buying complex services, it’s challenging for businesses to get their message across effectively. Our goal is to create for our clients an optimal ad experience or many iterations of a website and then connect each of their customers with the user experience that will best help them understand the product. For us to tailor marketing to that level, we need to effectively use data and AI.”"
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Due to the nature of our business, we must maintain a separate data stack for each client,” Beidel explained."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"But Databricks, Fivetran and dbt help us avoid reinventing the wheel as we build out the processing, computation and data management pieces for each client. We’ve been able to take work our engineers have done and reuse it across multiple clients. We’ve also put Fivetran in the hands of our marketers to let them set up integrations for ingesting our clients’ data, and we’ve given them access to dbt to define data transformations. Because these tools are so simple, we often don’t need to involve our engineers.”"
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Databricks has allowed us not to have to think about managing infrastructure,” said Beidel."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"For many workloads, we simply select the compute size, define our script and let it run. Our data engineers don’t have to be experts in managing Spark clusters. With Databricks, they can focus on the shape of the data and the business logic.”"
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Not having to manage clusters is a huge time-saver for us,” Beidel remarked."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,Our biggest grievance with other warehousing technologies is the lack of effective autoscaling. It’s a must-have capability when you’re working with a large volume of analytical workloads and have fluctuations in demand throughout the day. Having that variability in usage taken care of for us by Databricks probably saves one engineer out of 10.”
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"One of the things that drew me to dbt is that everything is in SQL,” Beidel explained."
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"It serves as a common language for our team. Not everyone can write SQL, but everyone can read it and have a better understanding of what’s going on underneath.”"
https://www.getdbt.com/success-stories/red-ventures/,Red Ventures,"Using the highly intuitive machine learning pipeline we’ve built, we’ve helped our clients increase cost efficiency in some channels by 20 to 30%,” Beidel concluded."
https://www.getdbt.com/success-stories/reforge/,Reforge,"Now, we have a larger number of users and all the responsibilities of a SaaS business. We’re focused on metrics like new revenue, retained revenue, expansion, contraction, and churn. Our data needs have exploded and I expect that will only accelerate.”"
https://www.getdbt.com/success-stories/reforge/,Reforge,a bad experience for everybody.”
https://www.getdbt.com/success-stories/reforge/,Reforge,"I want to empower each function with the best-of-breed tools, rather than one monolithic platform. There’s a wealth of tools out there that are really easy to stitch together.Reforge uses the best-of-breed tools to build a cutting-edge data platform that has helped power Reforge’s use of data and rapid team growth.Snowflake as an easy-to-use and scalable warehouseSearching for a warehouse that is easy to get started with but could scale with their needs over time led Dan and his team to adopt Snowflake. Snowflake made it simple to set up development, staging, and production databases so that the data engineers could easily move data from Postgres to Snowflake. After finishing the migration, it was immediately obvious how the separation of storage and compute allowed the data team to focus on helping their teammates answer questions about the business, rather than worrying about provisioning resources or storage costs.“It’s blown me away how quickly you go from getting by with some quick and dirty hacks to needing tools like Snowflake and dbt to break up and model datasets, manage testing, staging environments, deployment, all that stuff.”"
https://www.getdbt.com/success-stories/reforge/,Reforge,Engineers can see how the data they model in dbt becomes data that other teams are acting on. They can understand why we make certain requests. It makes a world of difference in their motivation and satisfaction.”
https://www.getdbt.com/success-stories/reforge/,Reforge,"Because of Metaplane, I spook people with how quickly I find data issues now. I know when events are created with crappy names, when there are new attributes, when someone puts a unique ID in a segment event. It helps me understand what’s going on with our data and helps me catch issues that are painful to untangle.”"
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We are a data organisation at the core,” said Agnieszka Hatton, VP of Data & Analytics at SafetyCulture."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,Good data is essential for our customers to make well informed decisions about their operational and safety processes.”
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We were using LookML for all of our transformations, which just wasn’t scalable. There’s also a limit to what you can do—no testing, no DAG… it required tons of supervision to ensure alignment with existing architecture,” said Oscar Lukersmith, Lead Analytics Engineer at SafetyCulture."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We had to manually build all the dependency graphs, and we ended up with our transformation layer sitting across two different tools. We were just adding more complexity to a system only a few folks had the skills to operate.”"
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"From an internal data team perspective, it also meant we had to redo things all the time. We lacked reusability, which dragged out time to insights and affected morale.”"
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"Half of dbt is the tool but the other half is the workflow it enables,” said Oscar."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We brought in an experienced Data Modeler to work closely with Oscar and the rest of the team to design the future state data model. And then we used that data model to rebuild our data,” explained Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"Internal data capabilities is the stuff under the waterline, where the work in dbt is setting us up for success. It’s often the things that the business doesn’t see because it’s below the waterline but they feel the impact,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"The work we’ve done using dbt to improve our data model and data transformation approach has meant that people can actually trust the data. We’ve now got these component parts that we can reuse, and as a result, speed has really improved over time,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"People love Tableau, and we’ve gotten some great feedback from our stakeholders in the business,” said Agnieszka—in particular calling out multi-use dashboards, an intuitive interface, and faster load times."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"Shifting into the dbt workflow was a huge shift. But 3-4 weeks in, you could see the moment when Analysts went from learning each component to seeing the big picture,” said Oscar."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,Part of the benefit is from dbt itself. But then the other half is the workflow it enables.”
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"The team was part of creating the solution and it was really the Data Analysts and Data Engineers who drove the change. They created the human process together and are really advocates of dbt now,” said Oscar."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We’re branching beyond our initial safety focus and building a platform that empowers our customers to improve their operations management. To do that, we need to understand how customers manage safety and operations today and how our software enables them,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We’re using AI to better understand our customers, looking at about 150 different customer variables from demographics to product usage and behavior,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"which customers are most likely to expand or churn,” Analysts who previously only focused on one business area collaborated in dbt and identified 7 customer segments."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"The increase in new customer retention has compounding effects on our active user numbers, with a projected 40% increase in MAU,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We built a scenario modeling tool that enabled us to model different pricing constructs across our whole customer base. What if the pricing model was like this? What would that mean for customer expansion? How would it impact our revenue? We combined that with research, working with Qualtrics to add voice of customer data into the model,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"Underneath that, the whole model was built on dbt tables,” added Oscar."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"We worked with GTM and Product teams to develop goals and built the Tableau dashboards that they use on a weekly basis to track performance and to take corrective action,” said Agnieszka."
https://www.getdbt.com/success-stories/safetyculture/,Safetyculture,"Building the data underneath in dbt has enabled having a global unified approach to the way that we look at our data. For the first time, there’s now one way of approaching targets and drilling into global sales pipeline across geographies.”"
https://www.getdbt.com/success-stories/spoton/,Spoton,"ingestion jobs would fail because of whatever the new Postgres error was,” explained Ben."
https://www.getdbt.com/success-stories/spoton/,Spoton,"There are pretty expansive, geospatial cross-joins that we need to do on a regular basis that Postgres would never be able to handle,” explained Ben."
https://www.getdbt.com/success-stories/spoton/,Spoton,"Before dbt, only two engineers could contribute to modeling. Bringing in dbt Cloud changed all of that for us. The number of contributors has grown by 750% and there is no limit to scale.”"
https://www.getdbt.com/success-stories/spoton/,Spoton,"dbt Cloud enables more people to build models, self-serve, and feel empowered. That translates to people being more engaged all around.”"
https://www.getdbt.com/success-stories/spoton/,Spoton,We use existing dbt packages to push all of our definitions directly to Snowflake and Metabase in an effort to make our documentation available where our internal stakeholders work everyday. We even have some people on the finance team contributing to YAML files and building out documentation.”
https://www.getdbt.com/success-stories/spoton/,Spoton,An analyst can work with our data pipeline and feel engaged and empowered. Stakeholders are happier and ask for help in creating new data use cases. It’s a virtuous cycle of improvement.”
https://www.getdbt.com/success-stories/spoton/,Spoton,"As stakeholders use more data and have new capabilities, they ask more from your team, and you need to move quickly. You can’t test everything yourself. The other way to grow is to hire more people that add data quality checks, but that doesn’t scale well from a cost and efficiency standpoint.”"
https://www.getdbt.com/success-stories/spoton/,Spoton,"We were always behind the 8 ball in terms of communicating with the executive team when there was an issue. We were starting to lose trust and they weren’t going to use the reports. If they can’t use our data, that’s bad not only for our team but also for our business. Metaplane helped us get in front of those issues.”"
https://www.getdbt.com/success-stories/spoton/,Spoton,"Metaplane is key to preserving trust in our data. You can spend all your time moving to this great modern stack, but if you lose people’s trust and they won’t use it, that work is for nothing.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Data drives efficient growth. In order to grow correctly, maintain all of our inventory, retain employees, execute a very aggressive sales strategy, and report and forecast effectively, we need to have our data in order,” said Jared Stout, Head of Data Management at Sunrun."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"people didn’t know how we were building things,” explained James Sorensen, Senior Data Engineer."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"They didn’t know the code, they didn’t know the lineage, and they didn’t know how things were moving and transforming through our different stages of development.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"The number one reason why we switched from the open source offering to dbt Cloud was the ability to more meaningfully collaborate across data teams and with business stakeholders,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Sure, we could have paired dbt Core with Airflow to add things like testing and version control—for the small number of folks that have python and command line skills. Quality would be up, but we wouldn’t be moving fast enough for anyone to care. Instead, we have 40 analysts self-serving via the IDE, and business stakeholders answering their own questions with human-readable documentation.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Us building out two complete data warehouses in two different platforms within a year and a half speaks volumes about the kind of velocity that dbt allowed us to achieve. Once the models were built out, moving them to a different platform was, for the most part, a pretty simple process…just porting over the code and making a few tweaks and syntactical changes that were necessary,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"dbt Cloud enables all of the above by having a place where we can easily target code executions for only files edited. It keeps a history of the success or failure of jobs and more importantly, tests,” explained Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"We’re able to essentially create Git workflows and actions that check all of the Jira tickets to make sure they’re in compliance with requirements and run the dbt models in the database, making sure they succeed before we allow the tickets to be deployed and go out into production.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Our deployment has sped up significantly—up to 75%,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,We’ve become so dependent on the automation we’ve built and the ease of use that dbt Cloud offers that it’s hard to imagine ever going back to manual deployment.”
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"For me, the aha moment was when I realized the power of macros and how you could reproduce code automatically and dynamically generate SQL based on a macro that you defined,” recounted James."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"I’d spend an entire afternoon hunting down a broken link in the chain somewhere and trying to figure out what was going on that caused a report error. It was up to me to iterate through the code, going from file to file, from view to table, and table to view back and forth to see the dependencies and lineage.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Those types of questions come up all the time and they’re legitimate questions that should be answered,” said James."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"So having dbt’s auto-documentation, having the ease of use of everything being in one spot, helps business units self-serve answers. If somebody has a question about whether something’s up to date, dbt makes it really quick and easy to just check the refresh jobs and make sure that everything is running as expected.”"
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"The documentation and dbt status is really worth its weight in gold and saves everybody time,” emphasized Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"So far, we applied a standard set of tests across all of our models so nothing is built or delivered to stakeholders without having at least one level of testing on the table’s primary keys,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"dbt tests add a ton of value with the clarity and quality they enable. As we talk to different business units and deploy dbt Cloud in their areas, they definitely see the vision there of ‘wow with one or two lines of code, I can make sure my data is quality before it even gets to the stakeholder’ which is huge,” emphasized Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Defining our data in a centralized place will be a central line of discussion in our governance committee meetings where we discuss what data means, how it’s defined, how it’s calculated… all of these things are an opportunity to use dbt documentation as a discussion hub in finalizing those decisions,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"Our vision is to be the centralized place to get data, and then other business units would be the users who take it the last mile. Using the same system, they can give their stakeholders the same type of data dictionaries and the same documentation from a dbt standpoint so everybody’s working on the same platform,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"It’s a huge data set that’s critical to ensure our panels are efficient and provide value to the customer. And it’s up to the analysts on the team to work with the dataset’s unique complexities and model appropriately to generate useful insights,” explained Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"We set up half a dozen GitHub repositories by departments and we check on their activity every week: we’ll pull up Github and show them the trends on adoption and collaboration, and most business units are on an upwards trajectory,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"We have 50 dbt Cloud user licenses right now, at 100% utilization, which speaks to how easy it’s been for analysts to ramp. dbt’s inline web interface is very good, and the IDE enables exactly what we need the business to do. They’re excited to get into dbt, and there’s a queue of non-senior analysts wanting access too,” said Jared."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"We’re in the process of building a dbt development community with regular meetings to share code, talk about techniques, and really build a cohesive place where people can share information and prevent developing in siloes,” said James."
https://www.getdbt.com/success-stories/sunrun/,Sunrun,"There’s so much opportunity to improve, and we’re just getting started.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We provide a lot of recommendations in real-time,” explained Chong Sun, Senior Director of Engineering at Tempo."
https://www.getdbt.com/success-stories/tempo/,Tempo,Let’s say a user is working out—we can say: maybe you should increase your weight or adjust your form to be more productive and effective.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"In order for our primary marketing channel to be more effective, we need to understand where we should land users on our website and how we can optimize web pages,” Chong explained."
https://www.getdbt.com/success-stories/tempo/,Tempo,"From there, we can also accurately understand how much money we’re spending to attract each user.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"With our previous solution, we had a big pain point where the data modeling was not well structured.,” said Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,There was no way for us  to maintain it and produce high-quality data with a small team.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"There were a few key components that we were previously lacking,” explained Eric Ganbat, Senior Analytics Engineer at Tempo."
https://www.getdbt.com/success-stories/tempo/,Tempo,"One was a way of testing data to make sure everything coming in is accurate. Second, we previously did not have a good way of doing version control, reviewing each other’s code, and establishing lineage.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We needed something that could clean, test, and transform data in Snowflake,” Eric said."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Our previous solution was not fit for us anymore,” Eric added."
https://www.getdbt.com/success-stories/tempo/,Tempo,"We reached a state where we had multiple data engineers and analysts together as a team, and we knew it was time for us to think about how to organize, optimize, and ultimately build better data models. That’s when we discovered dbt Cloud.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"From my past experience at Uber, I knew how important a data catalog is to a data-driven culture,” said Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,"We needed one place where we can easily identify which tables are servicing other tables. We also wanted to democratize data so everybody could access it, not just the data team, so the catalog was a central effort for us.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"Growing from five to 300 people meant we needed to rethink how we would maintain consistent data, version control, testing, discoverability—all the capabilities that we could scale up with dbt Cloud and Stemma,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Once we set up development and production environments, made sure dbt Cloud was talking to Snowflake, and that credentials were set up correctly, everything was smooth sailing.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"Stemma provided a huge value by helping us clearly understand what’s going on with the current table transformations and set up our migration plan and priorities,” said Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,Without Stemma I’m not sure how we could have easily finished the migration.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"Using dbt, we are now transforming all our data models with proper testing and documentation,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"We’ve covered a wide range of data sets from different products, generating events through user activity; additionally, we have our financial subscription, product usage data models, as well as marketing and supply chain data.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We needed a solution to streamline our data from all sources, and dbt Cloud has truly offered that,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"It fits our needs in terms of data collection, understanding customer needs, and generating comprehensive reports and tables for internal stakeholders.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"The biggest thing that I noticed moving to dbt is the range of unit testing functionality. A lot of our supply chain data is pretty fragile in terms of the underlying data quality. In the past, stakeholders would reach out to us and we would have to address issues manually.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"The first week we launched dbt within a portion of the supply chain data, we caught some pretty glaring data quality issues that we could easily fix,” said Frank, “and we were able to resolve them before any stakeholder noticed on the downstream dashboards."
https://www.getdbt.com/success-stories/tempo/,Tempo,"We’re able to work much quicker to respond to ad hoc requests now,” said Frank."
https://www.getdbt.com/success-stories/tempo/,Tempo,That has been immediately obvious to our product analysts—we’re able to get more done in the same amount of time.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"Now we’re able to change just one table or make one small transformation, and our changes will flow downstream,” added Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,"It’s hard to quantify, but I’d say it’s improved our efficiency by about 30 or 40 percent for certain data engineering tasks.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"None of our team members had extensive expertise in command lines. So it’s really helped us to work faster and elevate our team’s capabilities. dbt Cloud is able to quickly compile and run everything we need,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Eric and I have been able to review each other’s code in a way that we just weren’t doing beforehand. I went from not looking at anything to reviewing everything he touches,” explained Frank."
https://www.getdbt.com/success-stories/tempo/,Tempo,It’s gone from 0 to 100. Collaboration has been a huge win for us.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"Our orders table is particularly important because it tells us what products we’ve sold,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"That’s one of the key financial metrics the finance and marketing teams use, which in turn provide our growth metrics.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"The unified workout table is a big one,” added Frank."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Whenever we’re doing any sort of product testing or feature development, that’s the table that always gets referenced.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"Stemma has been a very powerful tool for us to quickly identify work that needs to be done to address new requests. If we need to change a data field, Stemma helps look upstream to find dependencies and trace back to the source so we can make requests of engineering to rev data quickly,” said Chong “Lineage tracking also plays a role in avoiding breaking changes and understanding the downstream impacts of changing columns and tables."
https://www.getdbt.com/success-stories/tempo/,Tempo,"I’ve been using a column lineage quite often because column naming wasn’t consistent when we migrated. But with Stemma I can easily see when one column is derived from another column with a different name,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,It’s helping me go back and clean up names after the change.”
https://www.getdbt.com/success-stories/tempo/,Tempo,"Data table usage is another key feature of Stemma,” said Eric."
https://www.getdbt.com/success-stories/tempo/,Tempo,"We had a case where we knew there were many tables not being frequently used. By looking at lineage and dashboard usage in Stemma, we were able to easily trim down about half of our tables that weren’t being frequently used.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We’re very happy with our current data setup,” said Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Overall, we’re confident we have the right tech stack with dbt at the center, combined with Stemma and Snowflake. It satisfies all our current needs.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We are now able to build much better models. And by building better data models, we can bring more value to our products and to the business.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"We’re looking into a number of real-time use cases,” explained Chong."
https://www.getdbt.com/success-stories/tempo/,Tempo,"Once we get the data from our client side, we can rapidly move that information into a data warehouse, another third-party service, or downstream where real-time decisions can be made.”"
https://www.getdbt.com/success-stories/tempo/,Tempo,"Tempo is not just a smart home gym. It is a data-driven platform that helps its customers reach their fitness potential, enhance their well-being, and have fun while working out. By improving the platform, we can improve the way we use our customer’s data to personalize their training, optimize their performance, motivate their progress, and connect them with others.”"
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"The data team became a bottleneck,” said Kumar Aman, Team Lead Data Engineer at TIER Mobility."
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,We needed everyone to effectively contribute and develop.”
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"dbt abstracts most of the underlying data, such as creating and dropping tables, defining data types, and version controlling code,” explained Kumar."
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,The data practitioner doesn’t need to know the intricacies of the underlying data to use a table. Our analytics team can go straight to building scalable models on top of the existing infrastructure.”
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"We started with Redshift, but two years later, Snowflake was a better fit for our scaling data needs,” said Kumar."
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"Through demand prediction we operate in a much more efficient manner, unlocking profits of hundreds of thousands or even millions of dollars,” emphasized Kumar."
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"Fleet data backs our decisions on safety processes,” explained Kumar."
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"It informs us if users are parking their e-scooters and e-bikes in the designated, compliant spots.”"
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"dbt is the heart of our data stack. It all begins with centralizing and defining models and metrics in dbt. From there, our platform team can push the data to a variety of tools to facilitate their work.”"
https://www.getdbt.com/success-stories/tier-mobility/,Tier Mobility,"TIER started out strong on the modern data stack, and we plan to stay at the forefront of these technologies to drive our competitive advantage in the market,” concluded Kumar."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"With data, you get a really good health profile of the member before they even sign up,” said Trenton Huey, Senior Director of Data at Vida Health."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,It helps us personalize their onboarding and identify the right programs for them.”
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"The data is not just used for reporting and analytics, but also to directly guide the end-user experience in our application,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"Non-engineering teams were struggling to get anything done,” shared Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"We have opened new lines of collaboration by using dbt and Fivetran,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,Fivetran’s reputation spoke for itself. We knew it could move our large—and growing—volumes of data from all of our sources securely. We didn’t even evaluate other solutions.”
https://www.getdbt.com/success-stories/vida-health/,Vida Health,The fact that claims data stored as flat files in GCS could be moved was the clincher. Everyone from data engineers to analysts was bought into Fivetran.”
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"We could cut thousands of lines of code,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"At my last company, we needed several Spark jobs to transform data. With dbt, we need far fewer resources to do the same work.”"
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"dbt has enabled things that were just not happening at all before. It’s like zero to one on certain things,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"Analysis on the treatment of a certain condition used to take months, even quarters. And after that was ready, we’d still have to wait months until those insights were fed into the product,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"Now we get access to the data faster with Fivetran and build the logic directly on dbt, so we’ve reduced that time from quarters to weeks or, sometimes, days.”"
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"having access to pipeline creation and monitoring (with alerting) all in one place with Fivetran is helpful. We can easily pinpoint issues with data ingestion as they come up,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"We also appreciate having fully managed connectors with schema migration and automation built in, for all data sources that power our technology.”"
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"We have CI/CD testing on all pipelines—that didn’t exist for many of our pipelines in the past,” said Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"Now we have much more precision on what we’re creating,” emphasized Trenton."
https://www.getdbt.com/success-stories/vida-health/,Vida Health,"We can trace issues down. Before, we had issues where it took two weeks to find out what was wrong; now we have an answer within a day.”"
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"The ability to load sample data into dbt allows us to verify our models work as intended before deployment,” said Max."
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"we want to use the Python functionality more. It’s already given us results,” said Max."
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"Everyone on the team knows how to create a dbt model, and with only 2 data engineers that traditionally were responsible for modeling, that’s pretty cool. I can make a new dbt model as fast as it takes me to write a SQL query. It’s so much faster than how we did things in my previous roles. I could not go back, ever,” emphasized Max."
